univ,docs,cites,top_papers,cpp,country,cluster,tier,sim_to_ECNU
ALEXANDRU IOAN CUZA UNIVERSITY,2284.0,37940.0,31.0,16.611024518388792,ROMANIA,0,Type-0,-0.7308312712501803
"ALEXION, ASTRAZENECA RARE DISEASE",175.0,6430.0,7.0,36.74,USA,0,Type-0,-0.8642047506774102
ALFAISAL UNIVERSITY,1777.0,104278.0,85.0,58.68301069217783,SAUDI ARABIA,0,Type-0,-0.6139108112989502
ALFASIAL UNIV,2.0,4651.0,1.0,2325.5,nan,0,Type-0,-0.28532082367184963
ALFRED HEALTH,4233.0,98797.0,109.0,23.33824946846208,AUSTRALIA,0,Type-0,-0.18461473433757922
"ALFRED WEGENER INSTITUTE, HELMHOLTZ CENTRE FOR POLAR & MARINE RESEARCH",6490.0,204337.0,193.0,31.487493066255777,GERMANY (FED REP GER),0,Type-0,0.7789824701662366
ALFRIED KRUPP HOSPITAL,221.0,4687.0,12.0,21.21,GERMANY (FED REP GER),0,Type-0,-0.8439877970496729
ALIBABA GROUP,1315.0,18659.0,30.0,14.190068441064637,CHINA MAINLAND,0,Type-0,-0.7828977034875839
ALICE HO MIU LING NETHERSOLE HOSPITAL,231.0,11513.0,9.0,49.84,HONG KONG,0,Type-0,-0.8743462699624626
ALIGARH MUSLIM UNIVERSITY,8317.0,162354.0,117.0,19.519628471804737,INDIA,0,Type-0,0.6264280885290285
ALIKHANOV INSTITUTE FOR THEORETICAL & EXPERIMENTAL PHYSICS,3611.0,117388.0,82.0,32.51,RUSSIA,0,Type-0,-0.3538473519303859
ALL INDIA INST MED SCI,594.0,10109.0,24.0,17.02,nan,0,Type-0,-0.8184145959623431
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) BHOPAL,404.0,9131.0,13.0,22.600000000000005,INDIA,0,Type-0,-0.8393971460197427
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) BHUBANESWAR,632.0,6182.0,9.0,9.78,INDIA,0,Type-0,-0.8229903017066479
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) JODHPUR,937.0,47027.0,53.0,50.18614727854856,INDIA,0,Type-0,-0.8000661047447282
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NAGPUR,148.0,6836.0,15.0,46.19,INDIA,0,Type-0,-0.869070573577766
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NEW DELHI,10855.0,268050.0,204.0,24.694530631045602,INDIA,0,Type-0,0.9391260995629016
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) RAIPUR,204.0,4459.0,8.0,21.86,INDIA,0,Type-0,-0.8479745866990145
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) RISHIKESH,603.0,12201.0,11.0,20.23,INDIA,0,Type-0,-0.8323021338419314
ALL MED MED RES INST,98.0,5548.0,5.0,56.61,nan,0,Type-0,-0.8866642809961879
ALL MED RES LLC,9.0,7848.0,5.0,872.0,nan,0,Type-0,-0.6067314517151077
ALL-IRELAND COOPERATIVE ONCOLOGY RESEARCH GROUP,29.0,6617.0,7.0,228.17,IRELAND,0,Type-0,-0.9942972377754881
ALL-RUSSIAN INSTITUTE OF PLANT PROTECTION,203.0,3332.0,8.0,16.41,RUSSIA,0,Type-0,-0.842559176674946
ALLAMEH TABATABA'I UNIVERSITY,363.0,6323.0,14.0,17.418925619834713,IRAN,0,Type-0,-0.8346399139666618
ALLEGHENY GENERAL HOSPITAL,739.0,17417.0,21.0,23.57,USA,0,Type-0,-0.8228525627878241
ALLEGHENY HEALTH NETWORK,1945.0,39575.0,55.0,20.35,USA,0,Type-0,-0.7168297980185229
ALLEN INSTITUTE FOR BRAIN SCIENCE,523.0,34456.0,58.0,65.88139579349905,USA,0,Type-0,-0.8291814362863273
ALLERGAN,394.0,11240.0,8.0,28.529999999999998,USA,0,Type-0,-0.8490181375401425
ALLIANCE,2106.0,64228.0,56.0,30.496790123456794,FRANCE,0,Type-0,-0.6996620112172361
ALLIANCE IMPROVING HLTH OUTCOMES INC,7.0,22470.0,5.0,3210.0,nan,3,Type-3,-0.22374935323147757
ALLIANCE MANCHESTER BUSINESS SCHOOL,1187.0,25088.0,28.0,21.138483572030328,ENGLAND,0,Type-0,-0.7962620129510422
ALLINA HEALTH SYSTEM,248.0,6569.0,9.0,26.49,USA,0,Type-0,-0.8506897005235389
ALMAZOV NATIONAL MEDICAL RESEARCH CENTRE,525.0,9871.0,22.0,18.8,RUSSIA,0,Type-0,-0.8242930394857959
ALNYLAM PHARMACEUTICALS,135.0,8807.0,23.0,65.24,USA,0,Type-0,-0.8825463901409945
ALPHABET INC.,3801.0,349270.0,311.0,91.88898447776901,USA,0,Type-0,0.6762961480570013
ALTAI STATE MEDICAL UNIVERSITY,68.0,8613.0,5.0,126.65999999999998,RUSSIA,0,Type-0,-0.947258020835462
ALTAI STATE UNIVERSITY,530.0,3237.0,3.0,6.11,RUSSIA,0,Type-0,-0.826799756349722
ALTAIR BIOSTAT,13.0,7706.0,4.0,592.77,nan,0,Type-0,-0.7972143970525373
ALTON MENTAL HLTH CTR,5.0,5237.0,5.0,1047.4,nan,0,Type-0,-0.5259793751730104
ALTOONA CENTER FOR CLINICAL RESEARCH,106.0,4624.0,5.0,43.61999999999999,USA,0,Type-0,-0.8739742878130068
ALZAHRA UNIVERSITY,1322.0,24493.0,11.0,18.526853252647502,IRAN,0,Type-0,-0.8030443358331474
ALZHEIMER SCOTLAND DEMENTIA RES CTR,8.0,5872.0,2.0,734.0,nan,0,Type-0,-0.6955664226234216
ALZHEIMER'S ASSOCIATION,180.0,18371.0,23.0,102.06,USA,0,Type-0,-0.9179011154547251
ALZHEIMERS DRUG DISCOVERY FDN,5.0,2012.0,2.0,402.4,nan,0,Type-0,-0.9460430931866586
ALZOHAILI MED CONSULTANTS,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
AMANG RODRIGUEZ MED CTR,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
AMAZON.COM,315.0,4336.0,6.0,13.770000000000001,USA,0,Type-0,-0.8382601573611611
AMB CIRCOLO MICOL GIOVANNI CARINI,47.0,3583.0,9.0,76.23,nan,0,Type-0,-0.9039918204895959
AMB GRP MICOL FORLIVESE ANTONIO CICOGNANI,57.0,3661.0,7.0,64.23,nan,0,Type-0,-0.893761523253795
AMBO UNIVERSITY,239.0,14342.0,9.0,60.01,ETHIOPIA,0,Type-0,-0.8840592214633883
AMBRY GENET,160.0,6932.0,11.0,43.33,nan,0,Type-0,-0.8686333485535773
AMBULANCE VICTORIA,370.0,6046.0,6.0,16.34,AUSTRALIA,0,Type-0,-0.8391952150132586
AMER COLL MED GENET & GENOM,86.0,6508.0,11.0,75.67,nan,0,Type-0,-0.9017419955429116
AMER COLL OBSTETRICIANS & GYNECOLOGISTS,217.0,6767.0,6.0,31.179999999999996,nan,0,Type-0,-0.8581466498578305
AMER COLL RHEUMATOL,104.0,13798.0,28.0,132.67,nan,0,Type-0,-0.9416182712591523
AMER GERIATR SOC,25.0,3025.0,3.0,121.0,nan,0,Type-0,-0.9435436964487708
AMER HEART ASSOC,393.0,35095.0,37.0,89.3,nan,0,Type-0,-0.888319611580276
AMER HIP INST,337.0,6387.0,1.0,18.95,nan,0,Type-0,-0.845737742638251
AMER JOINT COMM CANC,5.0,5442.0,2.0,1088.4,nan,0,Type-0,-0.5125025841302753
AMER SOC PARENTERAL & ENTERAL NUTR,16.0,4528.0,3.0,283.0,nan,0,Type-0,-0.9950360143001968
AMER SOC REPROD MED,118.0,5120.0,6.0,43.39,nan,0,Type-0,-0.8728703318613088
AMER UROL ASSOC EDUC & RES INC,25.0,7986.0,16.0,319.44,nan,0,Type-0,-0.9837577016576997
AMERICAN ACADEMY OF PEDIATRICS,293.0,8301.0,6.0,28.329999999999995,USA,0,Type-0,-0.853141397852149
AMERICAN CANCER SOCIETY,1529.0,391180.0,179.0,255.83684107259646,USA,0,Type-0,0.3692403112874129
AMERICAN COLLEGE OF CARDIOLOGY,161.0,9075.0,9.0,56.37,USA,0,Type-0,-0.8826899446582995
AMERICAN COLLEGE OF PHYSICIANS,216.0,15223.0,14.0,70.48,USA,0,Type-0,-0.8921665462314031
AMERICAN COLLEGE OF RADIOLOGY,289.0,9846.0,17.0,34.07,USA,0,Type-0,-0.8513312416851838
AMERICAN COLLEGE OF SURGEONS,533.0,16094.0,15.0,30.2,USA,0,Type-0,-0.8413157011701964
AMERICAN DIABETES ASSOCIATION,64.0,8831.0,20.0,137.98,USA,0,Type-0,-0.9498592798895343
AMERICAN INSTITUTES FOR RESEARCH,722.0,12053.0,10.0,16.697423822714683,USA,0,Type-0,-0.8257646173487437
AMERICAN MEDICAL ASSOCIATION,245.0,12617.0,20.0,51.5,USA,0,Type-0,-0.8681801754798095
AMERICAN MUSEUM OF NATURAL HISTORY (AMNH),3175.0,67676.0,37.0,21.31392125984252,USA,0,Type-0,-0.6379748520090486
AMERICAN RED CROSS,368.0,13616.0,8.0,37.001141304347826,USA,0,Type-0,-0.8580933680874486
AMERICAN SOCIETY OF CLINICAL ONCOLOGY,570.0,53682.0,120.0,94.18,USA,0,Type-0,-0.6735161603541113
AMERICAN UNIVERSITY,2938.0,82598.0,72.0,28.11247787610619,USA,0,Type-0,-0.5652743672878969
AMERICAN UNIVERSITY CAIRO,798.0,14825.0,5.0,18.579498746867166,EGYPT,0,Type-0,-0.8280783445239454
AMERICAN UNIVERSITY OF BEIRUT,7249.0,293487.0,208.0,40.48815698717065,LEBANON,0,Type-0,0.844373269244048
AMERICAN UNIVERSITY OF RAS AL KHAIMAH,190.0,6099.0,7.0,32.1,UNITED ARAB EMIRATES,0,Type-0,-0.8591987120653759
AMERICAN UNIVERSITY OF SHARJAH,1367.0,25681.0,35.0,18.78718361375274,UNITED ARAB EMIRATES,0,Type-0,-0.7783715158329507
AMERICAN UNIVERSITY OF THE MIDDLE EAST,640.0,7346.0,8.0,11.48,KUWAIT,0,Type-0,-0.8250456939118371
AMERIKAN HOSPITAL,316.0,5208.0,5.0,16.48,TURKIYE,0,Type-0,-0.8415347654643504
AMES NATIONAL LABORATORY,3085.0,75905.0,40.0,24.604288492706647,USA,0,Type-0,-0.6327934667343339
AMGEN,3555.0,126318.0,124.0,35.531386779184245,USA,0,Type-0,-0.09929332021142571
AMGEN EUROPE,196.0,5469.0,3.0,27.9,SWITZERLAND,0,Type-0,-0.8573002553068466
AMGEN LIMITED,181.0,6226.0,7.0,34.4,ENGLAND,0,Type-0,-0.8617256564783139
AMGEN RESEARCH MUNICH GMBH,97.0,5972.0,13.0,61.57,GERMANY (FED REP GER),0,Type-0,-0.8869038564673001
AMINU KANO TEACHING HOSP,256.0,9607.0,18.0,37.53,nan,0,Type-0,-0.8550389741267674
AMIRKABIR UNIVERSITY OF TECHNOLOGY,17051.0,311772.0,119.0,18.285795554512934,IRAN,0,Type-0,0.8242749487168157
AMITY UNIV RAJASTHAN,40.0,18079.0,17.0,451.98,nan,0,Type-0,-0.898230487269548
AMITY UNIVERSITY NOIDA,3771.0,74871.0,102.0,19.854465658976398,INDIA,0,Type-0,-0.3607140893555073
AMMAN ARAB UNIV,219.0,12669.0,22.0,57.84643835616438,nan,0,Type-0,-0.8738419597853471
AMOL UNIVERSITY OF SPECIAL MODERN TECHNOLOGIES - IRAN,264.0,7259.0,3.0,27.5,IRAN,0,Type-0,-0.8549590443107967
AMPHIA HOSPITAL,1653.0,58249.0,51.0,35.23508771929825,NETHERLANDS,0,Type-0,-0.7459358598961525
AMRITA VISHWA VIDYAPEETHAM,3854.0,63085.0,44.0,16.36988583290088,INDIA,0,Type-0,-0.5623881832964986
AMRITA VISHWA VIDYAPEETHAM COIMBATORE,639.0,8464.0,7.0,13.25,INDIA,0,Type-0,-0.8274088237859231
AMRITA VISHWA VIDYAPEETHAM KOCHI,710.0,20264.0,21.0,28.539999999999996,INDIA,0,Type-0,-0.8286627757641385
AMSTERDAM UNIV APPL SCI,835.0,12021.0,17.0,14.39385628742515,nan,0,Type-0,-0.8143182404768904
AMSTERDAM UNIV MED CTR,1667.0,39252.0,86.0,23.55,nan,0,Type-0,-0.6616718887709253
AN NAJAH NATIONAL UNIVERSITY,1026.0,66574.0,37.0,64.88537037037037,PALESTINE,0,Type-0,-0.8238894238700228
ANACONDA INC,4.0,21226.0,2.0,5306.5,nan,3,Type-3,-0.17207186068732214
ANADOLU UNIVERSITY,1945.0,30115.0,23.0,15.485362467866324,TURKIYE,0,Type-0,-0.7601810177517713
"ANALOG DEVICES, INC.",272.0,4341.0,2.0,15.959999999999999,USA,0,Type-0,-0.8441443040839417
ANALYSIS GROUP INC.,649.0,10263.0,4.0,15.81,USA,0,Type-0,-0.8313593675927223
ANANTHAPURI HOSP & RES INST,34.0,16112.0,12.0,473.88,nan,0,Type-0,-0.8845219423714507
ANDES CLIN CARDIOMETAB STUDIES,17.0,11332.0,5.0,666.59,nan,0,Type-0,-0.7365195779445777
ANDREWS UNIVERSITY,108.0,41260.0,35.0,382.04,USA,0,Type-0,-0.9324549034045817
ANEURIN BEVAN UNIV HLTH BOARD,187.0,5992.0,5.0,32.04,nan,0,Type-0,-0.8604401424250918
ANGELES CLINIC & RESEARCH INSTITUTE,221.0,41341.0,54.0,187.06,USA,0,Type-0,-0.9591139442969282
ANGIOGENESIS FDN,26.0,4332.0,2.0,166.62,nan,0,Type-0,-0.9725673724408576
ANGKOR HOSP CHILDREN,53.0,7761.0,2.0,146.43,nan,0,Type-0,-0.9613653334759754
ANGLIA RUSKIN UNIVERSITY,3345.0,122358.0,117.0,36.57986846038864,ENGLAND,0,Type-0,-0.192540099834113
ANHUI ACADEMY OF AGRICULTURAL SCIENCES,1045.0,15740.0,26.0,15.059454545454546,CHINA MAINLAND,0,Type-0,-0.7988456322166617
ANHUI AGRICULTURAL UNIVERSITY,7265.0,125360.0,139.0,17.255699931176874,CHINA MAINLAND,0,Type-0,0.5195946650924235
"ANHUI INSTITUTE OF OPTICS & FINE MECHANICS (AIOFM), CAS",493.0,8519.0,3.0,17.28,CHINA MAINLAND,0,Type-0,-0.8382904208803408
ANHUI JIANZHU UNIVERSITY,1904.0,20672.0,22.0,10.85922268907563,CHINA MAINLAND,0,Type-0,-0.7614455264364173
ANHUI MEDICAL UNIVERSITY,22933.0,344797.0,266.0,15.034118955217373,CHINA MAINLAND,0,Type-0,0.9347999410425432
ANHUI NORMAL UNIVERSITY,5033.0,95505.0,85.0,18.977895887144843,CHINA MAINLAND,0,Type-0,-0.18986057246009558
ANHUI POLYTECHNIC UNIVERSITY,3355.0,44857.0,32.0,13.37200298062593,CHINA MAINLAND,0,Type-0,-0.6465129789191558
ANHUI PROV HOSP,395.0,10651.0,21.0,26.96,nan,0,Type-0,-0.8375283334522059
ANHUI SCIENCE & TECHNOLOGY UNIVERSITY,330.0,3158.0,5.0,9.57,CHINA MAINLAND,0,Type-0,-0.8344301823414711
ANHUI UNIVERSITY,17559.0,285860.0,286.0,16.27934449570021,CHINA MAINLAND,0,Type-0,0.9635452518390725
ANHUI UNIVERSITY OF CHINESE MEDICINE,2004.0,24235.0,22.0,12.092784431137726,CHINA MAINLAND,0,Type-0,-0.7567114626297643
ANHUI UNIVERSITY OF FINANCE & ECONOMICS,924.0,27332.0,78.0,29.57974025974026,CHINA MAINLAND,0,Type-0,-0.7303759142452985
ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY,7224.0,82262.0,56.0,11.387414174972314,CHINA MAINLAND,0,Type-0,-0.04032762747515438
ANHUI UNIVERSITY OF TECHNOLOGY,6659.0,113693.0,102.0,17.071225409220606,CHINA MAINLAND,0,Type-0,0.229093117125494
ANIMAL & PLANT HEALTH AGENCY UK,818.0,14669.0,18.0,17.93151589242054,ENGLAND,0,Type-0,-0.8173407898089469
ANIMAL & PLANT QUARANTINE AGENCY,490.0,5094.0,1.0,10.4,SOUTH KOREA,0,Type-0,-0.8332001441209119
ANIMAL HEALTH RESEARCH INSTITUTE (AHRI),493.0,5207.0,8.0,10.56,EGYPT,0,Type-0,-0.8286544808051741
ANIMAL HEALTH TRUST,342.0,5096.0,3.0,14.9,ENGLAND,0,Type-0,-0.8405329144226708
ANJO KOSEI HOSP,315.0,9477.0,3.0,30.09,nan,0,Type-0,-0.8559348673572396
ANKARA ATATURK TRAINING & RESEARCH HOSPITAL,679.0,6445.0,1.0,9.49,TURKIYE,0,Type-0,-0.8265766072196525
ANKARA NUMUNE TRAINING & RESEARCH HOSPITAL,1904.0,16208.0,2.0,8.51,TURKIYE,0,Type-0,-0.7762635940899457
ANKARA TRAINING & RESEARCH HOSPITAL,652.0,4315.0,0.0,6.62,TURKIYE,0,Type-0,-0.82548127540534
ANKARA UNIVERSITY,14359.0,209433.0,166.0,14.583793439654572,TURKIYE,0,Type-0,0.853198722198988
ANKARA YILDIRIM BEYAZIT UNIVERSITY,3065.0,24896.0,16.0,8.120750407830343,TURKIYE,0,Type-0,-0.695327619500438
ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,9367.0,299825.0,362.0,32.00652610227394,USA,0,Type-0,0.9079006304710524
ANNA UNIVERSITY,10843.0,162374.0,60.0,14.973800608687634,INDIA,0,Type-0,0.4950504688822723
ANNA UNIVERSITY CHENNAI,7647.0,111092.0,44.0,14.525756505819274,INDIA,0,Type-0,0.05563134947336942
ANNA UNIVERSITY OF TECHNOLOGY COIMBATORE,253.0,4203.0,0.0,16.61,INDIA,0,Type-0,-0.8464740645339109
ANNALS INTERNAL MED,8.0,4758.0,2.0,594.75,nan,0,Type-0,-0.7991479456702714
ANNAMALAI UNIVERSITY,2113.0,33562.0,15.0,15.879488878371983,INDIA,0,Type-0,-0.7575425597657871
ANQING NORMAL UNIVERSITY,330.0,4561.0,7.0,13.82,CHINA MAINLAND,0,Type-0,-0.8372056197045206
"ANSYS, INC.",280.0,3911.0,2.0,13.97,USA,0,Type-0,-0.8419995439701383
ANTALYA TRAINING & RESEARCH HOSPITAL,1363.0,7824.0,2.0,5.74,TURKIYE,0,Type-0,-0.7985887605976895
ANTARCTIC CLIMATE & ECOSYSTEMS COOPERATIVE RESEARCH CENTRE (ACE CRC),463.0,22218.0,17.0,47.986306695464364,AUSTRALIA,0,Type-0,-0.8598645727405141
ANTHEA HOSP,238.0,10320.0,16.0,43.36,nan,0,Type-0,-0.8630583545478112
"ANTICANCER, INC.",328.0,4957.0,2.0,15.11,USA,0,Type-0,-0.8417452381621997
ANTON DE KOM UNIVERSITEIT VAN SURINAME,85.0,5566.0,1.0,65.48,SURINAME,0,Type-0,-0.897089343671512
ANTON PANNEKOEK INST,1.0,20603.0,1.0,20603.0,nan,3,Type-3,-0.11415067165539378
ANTONI VAN LEEUWENHOEK HOSP,125.0,10286.0,7.0,82.29,nan,0,Type-0,-0.9090361709664623
ANTONI VAN LEEUWENHOEK ZIEKENHUIS,24.0,5309.0,6.0,221.21,nan,0,Type-0,-0.9926677220898785
ANTONIO CARDARELLI HOSPITAL,969.0,18829.0,18.0,19.43,ITALY,0,Type-0,-0.8131210480420615
ANYANG MUNICIPAL CTR DIS CONTROL & PREVENT,1.0,4666.0,1.0,4666.0,nan,3,Type-3,-0.18675876029887387
ANYANG NORMAL UNIVERSITY,876.0,23990.0,9.0,27.388219178082196,CHINA MAINLAND,0,Type-0,-0.8300161686113415
ANZAC RESEARCH INSTITUTE,425.0,9581.0,6.0,22.54,AUSTRALIA,0,Type-0,-0.8435294596694557
AO FOUNDATION,574.0,9152.0,5.0,15.94,SWITZERLAND,0,Type-0,-0.8332720609336784
AOU POLICLINICO GAETANO MARTINO,1214.0,23947.0,22.0,19.73,ITALY,0,Type-0,-0.7998557724906065
AOU SAN GIOVANNI BATTISTA-MOLINETTE,2428.0,59017.0,57.0,24.31,ITALY,0,Type-0,-0.6737897056947367
AP BADIA DEL VALLES,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
APDP,16.0,8469.0,5.0,529.31,nan,0,Type-0,-0.8474187410804871
APEX MED RES,13.0,7930.0,5.0,610.0,nan,0,Type-0,-0.7824986824064192
APOLLO HOSP,656.0,12102.0,15.0,18.45,nan,0,Type-0,-0.825839505962467
APPALACHIAN STATE UNIVERSITY,1344.0,23967.0,16.0,17.83511904761905,USA,0,Type-0,-0.7978817605034019
APPLE INC,289.0,3982.0,2.0,13.78,USA,0,Type-0,-0.8415660854090588
APPLIED SCIENCE UNIVERSITY - JORDAN,652.0,5480.0,17.0,8.4,JORDAN,0,Type-0,-0.814592666565853
"ARAB ACADEMY FOR SCIENCE, TECHNOLOGY & MARITIME TRANSPORT",1193.0,13350.0,3.0,11.19,EGYPT,0,Type-0,-0.8085922822080666
ARABIAN GULF UNIVERSITY,438.0,79200.0,51.0,180.8245205479452,BAHRAIN,0,Type-0,-0.9407094794947709
ARAK UNIV MED SCI,643.0,76868.0,64.0,119.55,nan,0,Type-0,-0.8597047643594786
ARAK UNIV MED SCI & HLTH AFFAIRS,4.0,9671.0,4.0,2417.75,nan,0,Type-0,-0.27421099762936074
ARAK UNIV TECHNOL,308.0,3962.0,1.0,12.86,nan,0,Type-0,-0.8407570264162191
ARAK UNIVERSITY,1458.0,21561.0,22.0,14.786632373113855,IRAN,0,Type-0,-0.7854107473900466
ARAVIND EYE CARE SYST,115.0,5000.0,1.0,43.48,nan,0,Type-0,-0.875692727681505
ARAVIND EYE HOSP,592.0,5682.0,3.0,9.6,nan,0,Type-0,-0.82815535104853
ARBA MINCH UNIVERSITY,461.0,72156.0,66.0,156.52,ETHIOPIA,0,Type-0,-0.9053603543213249
ARBAMINCH COLL HLTH SCI,19.0,6050.0,5.0,318.42,nan,0,Type-0,-0.9868163881902328
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,399.0,10334.0,6.0,25.899999999999995,USA,0,Type-0,-0.8475650737773135
ARBUZOV INSTITUTE OF ORGANIC & PHYSICAL CHEMISTRY,2097.0,18228.0,2.0,8.69,RUSSIA,0,Type-0,-0.7665006912309041
ARC CENTRE OF EXCELLENCE FOR CHILDREN & FAMILIES OVER THE LIFE COURSE,44.0,12944.0,6.0,294.18,AUSTRALIA,0,Type-0,-0.994422344253032
ARC CENTRE OF EXCELLENCE FOR CLIMATE SYSTEM SCIENCE,474.0,30161.0,23.0,63.63194092827004,AUSTRALIA,0,Type-0,-0.8707298261810303
ARC CENTRE OF EXCELLENCE FOR CORAL REEF STUDIES,1101.0,36389.0,21.0,33.04876475930972,AUSTRALIA,0,Type-0,-0.815671805197371
ARC CENTRE OF EXCELLENCE FOR ELECTROMATERIALS SCIENCE,604.0,33989.0,20.0,56.27413907284768,AUSTRALIA,0,Type-0,-0.8600445195603105
ARC CENTRE OF EXCELLENCE IN PLANT ENERGY BIOLOGY,130.0,7034.0,14.0,54.11,AUSTRALIA,0,Type-0,-0.8781532316738453
ARCADIA UNIV,185.0,5103.0,3.0,27.579999999999995,nan,0,Type-0,-0.8572963585951886
ARCISPEDALE SANT'ANNA,2442.0,58941.0,61.0,24.14,ITALY,0,Type-0,-0.6640216830064471
ARDABIL UNIVERSITY OF MEDICAL SCIENCES,713.0,28571.0,23.0,40.07277699859747,IRAN,0,Type-0,-0.8378055785129964
AREA ENDOCRINOL,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
AREEO,1893.0,32753.0,27.0,17.301938721605918,nan,0,Type-0,-0.7596179234783258
ARGENTINE SOC MED,56.0,46950.0,40.0,838.3957142857143,nan,0,Type-0,-0.5488282437167133
ARGONNE NATIONAL LABORATORY,20636.0,801715.0,763.0,38.851360244233376,USA,2,Type-2,0.9518766861341537
ARID AGRICULTURE UNIVERSITY,1921.0,26561.0,24.0,13.82450806871421,PAKISTAN,0,Type-0,-0.7599080825779411
ARIEL UNIVERSITY,4049.0,42268.0,23.0,10.43830328476167,ISRAEL,0,Type-0,-0.5978856647966451
ARISTOTLE UNIVERSITY OF THESSALONIKI,26529.0,568992.0,433.0,21.447907949790796,GREECE,0,Type-0,0.9894047626264785
ARIZONA CENTER CANCER CARE,127.0,4323.0,5.0,34.04,USA,0,Type-0,-0.8640548995497483
ARIZONA LIVER HLTH,69.0,5018.0,20.0,72.72,nan,0,Type-0,-0.8934524635719657
ARIZONA STATE UNIVERSITY,40904.0,991417.0,767.0,24.23845027381185,USA,2,Type-2,0.9941868321590392
ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX,3564.0,58441.0,44.0,16.395976430976432,USA,0,Type-0,-0.5973685001301272
ARIZONA STATE UNIVERSITY-TEMPE,33541.0,856168.0,649.0,25.52533257803882,USA,2,Type-2,0.9928563697800968
ARKANSAS CHILDREN'S HOSPITAL,943.0,16441.0,23.0,17.429999999999996,USA,0,Type-0,-0.8078277766321419
ARKANSAS PRIMARY CARE CLIN,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
ARKANSAS STATE UNIVERSITY,68.0,19138.0,10.0,281.44,USA,0,Type-0,-0.9972319268303742
ARMED FORCES HOSP,103.0,4308.0,8.0,41.83,nan,0,Type-0,-0.8705423703409095
ARMED FORCES RESEARCH INSTITUTE OF MEDICAL SCIENCE (AFRIMS),160.0,5058.0,5.0,31.610000000000003,THAILAND,0,Type-0,-0.8607672162548312
ARMY ENGINEERING UNIVERSITY OF PLA,4943.0,61440.0,20.0,12.428715355047542,CHINA MAINLAND,0,Type-0,-0.4869347053040594
ARMY MEDICAL UNIVERSITY,16097.0,354987.0,256.0,22.054266633534198,CHINA MAINLAND,0,Type-0,0.9700184439164808
ARQ PSYCHOTRAUMA EXPERT GROUP,148.0,5726.0,5.0,38.69,NETHERLANDS,0,Type-0,-0.8680425017233946
ARRAY BIOPHARMA,30.0,5068.0,8.0,168.93,USA,0,Type-0,-0.972864594699906
ARS NORTE,14.0,4978.0,3.0,355.57,nan,0,Type-0,-0.9719494839517149
ARSI UNIV,133.0,5182.0,3.0,38.96,nan,0,Type-0,-0.8698231688476148
ARTHRITIS RESEARCH CANADA,437.0,40896.0,30.0,93.58,CANADA,0,Type-0,-0.8967905426072771
ARTHUR RYLAH INSTITUTE FOR ENVIRONMENTAL RESEARCH (ARI),545.0,12784.0,8.0,23.454715596330274,AUSTRALIA,0,Type-0,-0.8393004535069982
ARTS ET METIERS INSTITUTE OF TECHNOLOGY,2103.0,44206.0,12.0,21.022011412268185,FRANCE,0,Type-0,-0.759669259554303
ARUP,298.0,4570.0,3.0,15.34,nan,0,Type-0,-0.8422048741853683
ARUP LABORATORIES,602.0,29339.0,10.0,48.74,USA,0,Type-0,-0.8592865385605944
ASAHI GEN HOSP,393.0,4959.0,5.0,12.62,nan,0,Type-0,-0.8356026365434582
ASAHI UNIVERSITY,431.0,5906.0,1.0,13.7,JAPAN,0,Type-0,-0.8380137464249717
ASAHIKAWA MEDICAL COLLEGE,1396.0,19247.0,9.0,13.790000000000001,JAPAN,0,Type-0,-0.7981074250423378
ASAN MEDICAL CENTER,16575.0,391087.0,380.0,23.595713423831068,SOUTH KOREA,0,Type-0,0.9932488911484703
ASBESTOS DISEASES RESEARCH INSTITUTE,71.0,46513.0,30.0,655.11,AUSTRALIA,0,Type-0,-0.685335782643048
ASFENDIYAROV KAZAKH NATIONAL MEDICAL UNIVERSITY,245.0,47259.0,42.0,192.89,KAZAKHSTAN,0,Type-0,-0.9742675270904206
ASIA UNIVERSITY TAIWAN,8890.0,168119.0,114.0,18.910673790776155,TAIWAN,0,Type-0,0.6517445676260882
ASIAN INST GASTROENTEROL,275.0,8471.0,13.0,30.8,nan,0,Type-0,-0.8514366559728911
ASIAN INSTITUTE OF TECHNOLOGY,1282.0,24706.0,15.0,19.273580343213727,THAILAND,0,Type-0,-0.8024170596201018
