univ,country,docs,cites,cpp,top_papers,subject
ISGLOBAL,SPAIN,500.0,9354.0,18.71,21.0,"SOCIAL SCIENCES, GENERAL"
CLEVELAND CLINIC FOUNDATION,USA,525.0,9354.0,17.82,13.0,"SOCIAL SCIENCES, GENERAL"
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,USA,705.0,9347.0,13.26,5.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL RESEARCH CENTRE FOR THE WORKING ENVIRONMENT,DENMARK,514.0,9334.0,18.16,10.0,"SOCIAL SCIENCES, GENERAL"
SHAANXI NORMAL UNIVERSITY,CHINA MAINLAND,742.0,9306.0,12.54,11.0,"SOCIAL SCIENCES, GENERAL"
ZHONGNAN UNIVERSITY OF ECONOMICS & LAW,CHINA MAINLAND,594.0,9295.0,15.65,41.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE GRENOBLE ALPES (UGA),FRANCE,843.0,9283.0,11.01,11.0,"SOCIAL SCIENCES, GENERAL"
SOUTHWEST UNIVERSITY - CHINA,CHINA MAINLAND,800.0,9274.0,11.59,22.0,"SOCIAL SCIENCES, GENERAL"
HERIOT WATT UNIVERSITY,SCOTLAND,552.0,9248.0,16.75,13.0,"SOCIAL SCIENCES, GENERAL"
BOISE STATE UNIVERSITY,USA,823.0,9237.0,11.22,6.0,"SOCIAL SCIENCES, GENERAL"
ULM UNIVERSITY,GERMANY (FED REP GER),547.0,9229.0,16.87,10.0,"SOCIAL SCIENCES, GENERAL"
CHINA MEDICAL UNIVERSITY TAIWAN,TAIWAN,506.0,9223.0,18.23,20.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,BRAZIL,1043.0,9208.0,8.83,5.0,"SOCIAL SCIENCES, GENERAL"
SOUTHWEST JIAOTONG UNIVERSITY,CHINA MAINLAND,721.0,9206.0,12.77,28.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DO MINHO,PORTUGAL,983.0,9195.0,9.35,4.0,"SOCIAL SCIENCES, GENERAL"
VANDERBILT UNIVERSITY PEABODY COLLEGE,USA,529.0,9185.0,17.36,10.0,"SOCIAL SCIENCES, GENERAL"
WESTERN NORWAY UNIVERSITY OF APPLIED SCIENCES,NORWAY,810.0,9178.0,11.33,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF ZAGREB,CROATIA,1410.0,9171.0,6.5,16.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,SPAIN,1170.0,9150.0,7.82,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DE AVEIRO,PORTUGAL,718.0,9143.0,12.73,8.0,"SOCIAL SCIENCES, GENERAL"
SAN FRANCISCO STATE UNIVERSITY,USA,743.0,9135.0,12.29,8.0,"SOCIAL SCIENCES, GENERAL"
ROSWELL PARK COMPREHENSIVE CANCER CENTER,USA,406.0,9134.0,22.5,11.0,"SOCIAL SCIENCES, GENERAL"
ILMA UNIV,,177.0,9126.0,51.56,69.0,"SOCIAL SCIENCES, GENERAL"
PUBLIC HEALTH AGENCY OF CANADA,CANADA,576.0,9106.0,15.81,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF GRAZ,AUSTRIA,765.0,9094.0,11.89,17.0,"SOCIAL SCIENCES, GENERAL"
CENTRAL EUROPEAN UNIVERSITY,AUSTRIA,507.0,9086.0,17.92,10.0,"SOCIAL SCIENCES, GENERAL"
ZHEJIANG GONGSHANG UNIVERSITY,CHINA MAINLAND,588.0,9082.0,15.45,35.0,"SOCIAL SCIENCES, GENERAL"
"BINGHAMTON UNIVERSITY, SUNY",USA,874.0,9080.0,10.39,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF INNSBRUCK,AUSTRIA,819.0,9076.0,11.08,11.0,"SOCIAL SCIENCES, GENERAL"
VIENNA UNIVERSITY OF ECONOMICS & BUSINESS,AUSTRIA,557.0,9067.0,16.28,13.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL INSTITUTE OF EDUCATION (NIE) SINGAPORE,SINGAPORE,1022.0,9051.0,8.86,3.0,"SOCIAL SCIENCES, GENERAL"
GERMAN CANCER RESEARCH CENTER (DKFZ),GERMANY (FED REP GER),434.0,9042.0,20.83,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF RHODE ISLAND,USA,860.0,9033.0,10.5,7.0,"SOCIAL SCIENCES, GENERAL"
SAM HOUSTON STATE UNIVERSITY,USA,985.0,8977.0,9.11,1.0,"SOCIAL SCIENCES, GENERAL"
EASTERN MEDITERRANEAN UNIVERSITY,TURKIYE,561.0,8949.0,15.95,21.0,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH (ICDDR),BANGLADESH,703.0,8933.0,12.71,8.0,"SOCIAL SCIENCES, GENERAL"
KARLSRUHE INSTITUTE OF TECHNOLOGY,GERMANY (FED REP GER),549.0,8925.0,16.26,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE FEDERAL DE SAO PAULO (UNIFESP),BRAZIL,1076.0,8870.0,8.24,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MASSACHUSETTS LOWELL,USA,783.0,8835.0,11.28,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,ITALY,559.0,8834.0,15.8,9.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM),INDIA,617.0,8822.0,14.3,20.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE TOULOUSE III - PAUL SABATIER,FRANCE,623.0,8806.0,14.13,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF WYOMING,USA,851.0,8799.0,10.34,4.0,"SOCIAL SCIENCES, GENERAL"
CLARK UNIVERSITY,USA,500.0,8778.0,17.56,9.0,"SOCIAL SCIENCES, GENERAL"
NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS,CHINA MAINLAND,431.0,8766.0,20.34,29.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF WOLVERHAMPTON,ENGLAND,576.0,8760.0,15.21,7.0,"SOCIAL SCIENCES, GENERAL"
BALL STATE UNIVERSITY,USA,709.0,8743.0,12.33,11.0,"SOCIAL SCIENCES, GENERAL"
TARBIAT MODARES UNIVERSITY,IRAN,644.0,8725.0,13.55,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SOUTH AFRICA,SOUTH AFRICA,1493.0,8708.0,5.83,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT DE GIRONA,SPAIN,863.0,8662.0,10.04,5.0,"SOCIAL SCIENCES, GENERAL"
LEBANESE AMERICAN UNIVERSITY,LEBANON,650.0,8661.0,13.32,64.0,"SOCIAL SCIENCES, GENERAL"
POLISH ACADEMY OF SCIENCES,POLAND,1078.0,8653.0,8.03,4.0,"SOCIAL SCIENCES, GENERAL"
KARLSTAD UNIVERSITY,SWEDEN,778.0,8638.0,11.1,6.0,"SOCIAL SCIENCES, GENERAL"
UNICEF,USA,527.0,8598.0,16.31,5.0,"SOCIAL SCIENCES, GENERAL"
PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL (PKU SHENZHEN),CHINA MAINLAND,387.0,8587.0,22.19,32.0,"SOCIAL SCIENCES, GENERAL"
INSTITUT POLYTECHNIQUE DE PARIS,FRANCE,570.0,8583.0,15.06,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF NAIROBI,KENYA,594.0,8578.0,14.44,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE CLAUDE BERNARD LYON 1,FRANCE,780.0,8575.0,10.99,7.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL INSTITUTE FOR ENVIRONMENTAL STUDIES - JAPAN,JAPAN,184.0,8574.0,46.6,11.0,"SOCIAL SCIENCES, GENERAL"
ZHEJIANG UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,488.0,8573.0,17.57,29.0,"SOCIAL SCIENCES, GENERAL"
MALMO UNIVERSITY,SWEDEN,979.0,8573.0,8.76,4.0,"SOCIAL SCIENCES, GENERAL"
SOUTHERN ILLINOIS UNIVERSITY SYSTEM,USA,930.0,8557.0,9.2,4.0,"SOCIAL SCIENCES, GENERAL"
THE KIDS RESEARCH INSTITUTE AUSTRALIA,AUSTRALIA,613.0,8547.0,13.94,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF THE PHILIPPINES SYSTEM,PHILIPPINES,806.0,8529.0,10.58,16.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF LINCOLN,ENGLAND,788.0,8514.0,10.8,10.0,"SOCIAL SCIENCES, GENERAL"
NORTHERN ILLINOIS UNIVERSITY,USA,862.0,8514.0,9.88,2.0,"SOCIAL SCIENCES, GENERAL"
RUSSIAN ACADEMY OF SCIENCES,RUSSIA,2157.0,8508.0,3.94,4.0,"SOCIAL SCIENCES, GENERAL"
HASSELT UNIVERSITY,BELGIUM,608.0,8502.0,13.98,12.0,"SOCIAL SCIENCES, GENERAL"
WZB BERLIN SOCIAL SCI CTR,,454.0,8501.0,18.72,9.0,"SOCIAL SCIENCES, GENERAL"
GUANGDONG UNIVERSITY OF FOREIGN STUDIES,CHINA MAINLAND,768.0,8483.0,11.05,25.0,"SOCIAL SCIENCES, GENERAL"
NEWYORK-PRESBYTERIAN HOSPITAL,USA,728.0,8426.0,11.57,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF OSAKA,JAPAN,733.0,8417.0,11.48,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF ST GALLEN,SWITZERLAND,508.0,8362.0,16.46,14.0,"SOCIAL SCIENCES, GENERAL"
WILLIAM & MARY,USA,749.0,8355.0,11.15,12.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,USA,574.0,8352.0,14.55,8.0,"SOCIAL SCIENCES, GENERAL"
TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,ISRAEL,790.0,8349.0,10.57,5.0,"SOCIAL SCIENCES, GENERAL"
CHULALONGKORN UNIVERSITY,THAILAND,733.0,8326.0,11.36,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF ROME TOR VERGATA,ITALY,608.0,8315.0,13.68,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF BEDFORDSHIRE,ENGLAND,429.0,8284.0,19.31,9.0,"SOCIAL SCIENCES, GENERAL"
VA PALO ALTO HEALTH CARE SYSTEM,USA,534.0,8278.0,15.5,8.0,"SOCIAL SCIENCES, GENERAL"
UNIV LILLE NORD FRANCE COMUE,,1016.0,8258.0,8.13,12.0,"SOCIAL SCIENCES, GENERAL"
HARVARD PILGRIM HEALTH CARE,USA,450.0,8240.0,18.31,11.0,"SOCIAL SCIENCES, GENERAL"
LANZHOU UNIVERSITY,CHINA MAINLAND,714.0,8182.0,11.46,30.0,"SOCIAL SCIENCES, GENERAL"
PALACKY UNIVERSITY OLOMOUC,CZECH REPUBLIC,769.0,8181.0,10.64,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF GENOA,ITALY,779.0,8178.0,10.5,6.0,"SOCIAL SCIENCES, GENERAL"
EWHA WOMANS UNIVERSITY,SOUTH KOREA,1010.0,8162.0,8.08,7.0,"SOCIAL SCIENCES, GENERAL"
SYMBIOSIS INTERNATIONAL UNIVERSITY,INDIA,203.0,8126.0,40.03,24.0,"SOCIAL SCIENCES, GENERAL"
MINIST EDUC,,715.0,8106.0,11.34,19.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SALAMANCA,SPAIN,1259.0,8106.0,6.44,1.0,"SOCIAL SCIENCES, GENERAL"
RIGSHOSPITALET,DENMARK,516.0,8095.0,15.69,5.0,"SOCIAL SCIENCES, GENERAL"
PURDUE UNIVERSITY IN INDIANAPOLIS,USA,643.0,8083.0,12.57,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF NOTTINGHAM NINGBO CHINA,CHINA MAINLAND,502.0,8072.0,16.08,20.0,"SOCIAL SCIENCES, GENERAL"
APPALACHIAN STATE UNIVERSITY,USA,780.0,8046.0,10.32,2.0,"SOCIAL SCIENCES, GENERAL"
INSTITUTE OF SCIENCE TOKYO,JAPAN,574.0,8042.0,14.01,9.0,"SOCIAL SCIENCES, GENERAL"
OTTO FRIEDRICH UNIVERSITY BAMBERG,GERMANY (FED REP GER),774.0,8031.0,10.38,10.0,"SOCIAL SCIENCES, GENERAL"
SALZBURG UNIVERSITY,AUSTRIA,593.0,8020.0,13.52,6.0,"SOCIAL SCIENCES, GENERAL"
EDINBURGH NAPIER UNIVERSITY,SCOTLAND,620.0,8018.0,12.93,9.0,"SOCIAL SCIENCES, GENERAL"
NIH NATIONAL HEART LUNG & BLOOD INSTITUTE (NHLBI),USA,275.0,8004.0,29.11,9.0,"SOCIAL SCIENCES, GENERAL"
"SWISS FEDERAL INSTITUTE FOR FOREST, SNOW & LANDSCAPE RESEARCH",SWITZERLAND,264.0,7978.0,30.22,12.0,"SOCIAL SCIENCES, GENERAL"
HUN-REN,HUNGARY,1027.0,7977.0,7.77,6.0,"SOCIAL SCIENCES, GENERAL"
ANHUI UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,262.0,7966.0,30.4,38.0,"SOCIAL SCIENCES, GENERAL"
AGA KHAN UNIVERSITY,PAKISTAN,755.0,7948.0,10.53,9.0,"SOCIAL SCIENCES, GENERAL"
MEDICAL COLLEGE OF WISCONSIN,USA,763.0,7903.0,10.36,10.0,"SOCIAL SCIENCES, GENERAL"
HELSINKI UNIVERSITY CENTRAL HOSPITAL,FINLAND,450.0,7894.0,17.54,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,SPAIN,706.0,7885.0,11.17,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF TEXAS EL PASO,USA,782.0,7883.0,10.08,7.0,"SOCIAL SCIENCES, GENERAL"
LULEA UNIVERSITY OF TECHNOLOGY,SWEDEN,466.0,7876.0,16.9,18.0,"SOCIAL SCIENCES, GENERAL"
SMITHSONIAN INSTITUTION,USA,482.0,7868.0,16.32,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA (UNED),SPAIN,1141.0,7862.0,6.89,3.0,"SOCIAL SCIENCES, GENERAL"
KYUSHU UNIVERSITY,JAPAN,556.0,7852.0,14.12,11.0,"SOCIAL SCIENCES, GENERAL"
WASEDA UNIVERSITY,JAPAN,867.0,7850.0,9.05,7.0,"SOCIAL SCIENCES, GENERAL"
UNIV CONFEDERALE LEONARD DE VINCI,,585.0,7827.0,13.38,13.0,"SOCIAL SCIENCES, GENERAL"
MARTIN LUTHER UNIVERSITY HALLE WITTENBERG,GERMANY (FED REP GER),828.0,7824.0,9.45,8.0,"SOCIAL SCIENCES, GENERAL"
INDIAN COUNCIL OF MEDICAL RESEARCH (ICMR),INDIA,693.0,7811.0,11.27,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD REY JUAN CARLOS,SPAIN,881.0,7786.0,8.84,8.0,"SOCIAL SCIENCES, GENERAL"
TOHOKU UNIVERSITY,JAPAN,699.0,7778.0,11.13,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF GONDAR,ETHIOPIA,905.0,7750.0,8.56,8.0,"SOCIAL SCIENCES, GENERAL"
HENAN UNIVERSITY,CHINA MAINLAND,637.0,7722.0,12.12,27.0,"SOCIAL SCIENCES, GENERAL"
HESAM UNIVERSITE,FRANCE,564.0,7713.0,13.68,11.0,"SOCIAL SCIENCES, GENERAL"
CHANG'AN UNIVERSITY,CHINA MAINLAND,545.0,7699.0,14.13,20.0,"SOCIAL SCIENCES, GENERAL"
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI,INDIA,343.0,7696.0,22.44,13.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DO ALGARVE,PORTUGAL,502.0,7694.0,15.33,11.0,"SOCIAL SCIENCES, GENERAL"
WESTAT,USA,417.0,7687.0,18.43,9.0,"SOCIAL SCIENCES, GENERAL"
NETHERLANDS ORGANIZATION APPLIED SCIENCE RESEARCH,NETHERLANDS,414.0,7663.0,18.51,6.0,"SOCIAL SCIENCES, GENERAL"
UNITED ARAB EMIRATES UNIVERSITY,UNITED ARAB EMIRATES,579.0,7656.0,13.22,6.0,"SOCIAL SCIENCES, GENERAL"
KINGSTON UNIVERSITY,ENGLAND,625.0,7655.0,12.25,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SOUTH-EASTERN NORWAY,NORWAY,739.0,7653.0,10.36,8.0,"SOCIAL SCIENCES, GENERAL"
HEFEI UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,395.0,7617.0,19.28,20.0,"SOCIAL SCIENCES, GENERAL"
DE MONTFORT UNIVERSITY,ENGLAND,720.0,7615.0,10.58,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE DE LILLE,FRANCE,923.0,7609.0,8.24,12.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD CARLOS III DE MADRID,SPAIN,979.0,7586.0,7.75,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SHARJAH,UNITED ARAB EMIRATES,557.0,7580.0,13.61,20.0,"SOCIAL SCIENCES, GENERAL"
CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,1231.0,7578.0,6.16,3.0,"SOCIAL SCIENCES, GENERAL"
CALIFORNIA STATE POLYTECHNIC UNIVERSITY POMONA,USA,415.0,7565.0,18.23,14.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE ALCALA,SPAIN,887.0,7522.0,8.48,5.0,"SOCIAL SCIENCES, GENERAL"
CHINESE ACADEMY OF SOCIAL SCIENCES,CHINA MAINLAND,577.0,7515.0,13.02,15.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,USA,445.0,7479.0,16.81,6.0,"SOCIAL SCIENCES, GENERAL"
FRAUNHOFER SYSTEMS & INNOVATION RESEARCH,GERMANY (FED REP GER),281.0,7472.0,26.59,10.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL CENTER ATMOSPHERIC RESEARCH (NCAR) - USA,USA,82.0,7458.0,90.95,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF LANCASHIRE,ENGLAND,709.0,7451.0,10.51,4.0,"SOCIAL SCIENCES, GENERAL"
ROYAL NETHERLANDS ACADEMY OF ARTS & SCIENCES,NETHERLANDS,718.0,7446.0,10.37,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT JAUME I,SPAIN,777.0,7434.0,9.57,4.0,"SOCIAL SCIENCES, GENERAL"
MEDICAL UNIVERSITY OF VIENNA,AUSTRIA,565.0,7430.0,13.15,12.0,"SOCIAL SCIENCES, GENERAL"
YONSEI UNIVERSITY HEALTH SYSTEM,SOUTH KOREA,629.0,7428.0,11.81,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MAINE SYSTEM,USA,708.0,7411.0,10.47,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,USA,679.0,7379.0,10.87,5.0,"SOCIAL SCIENCES, GENERAL"
TEXAS A&M HEALTH SCIENCE CENTER,USA,539.0,7378.0,13.69,8.0,"SOCIAL SCIENCES, GENERAL"
IRCCS POLICLINICO GEMELLI,ITALY,458.0,7376.0,16.1,13.0,"SOCIAL SCIENCES, GENERAL"
AGROPARISTECH,FRANCE,467.0,7371.0,15.78,7.0,"SOCIAL SCIENCES, GENERAL"
HOHAI UNIVERSITY,CHINA MAINLAND,511.0,7355.0,14.39,21.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MONTANA,USA,582.0,7355.0,12.64,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MONTANA SYSTEM,USA,582.0,7355.0,12.64,7.0,"SOCIAL SCIENCES, GENERAL"
EUROPEAN ACADEMY OF BOZEN-BOLZANO,ITALY,190.0,7333.0,38.59,7.0,"SOCIAL SCIENCES, GENERAL"
NETHERLANDS INSTITUTE FOR HEALTH SERVICES RESEARCH,NETHERLANDS,416.0,7331.0,17.62,6.0,"SOCIAL SCIENCES, GENERAL"
GEORGIA SOUTHERN UNIVERSITY,USA,710.0,7311.0,10.3,2.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY WEST INDIES MONA JAMAICA,JAMAICA,779.0,7299.0,9.37,8.0,"SOCIAL SCIENCES, GENERAL"
NEW MEXICO STATE UNIVERSITY,USA,492.0,7287.0,14.81,5.0,"SOCIAL SCIENCES, GENERAL"
ANGLIA RUSKIN UNIVERSITY,ENGLAND,678.0,7283.0,10.74,5.0,"SOCIAL SCIENCES, GENERAL"
JUSTUS LIEBIG UNIVERSITY GIESSEN,GERMANY (FED REP GER),635.0,7279.0,11.46,5.0,"SOCIAL SCIENCES, GENERAL"
LEIBNIZ UNIVERSITY HANNOVER,GERMANY (FED REP GER),731.0,7277.0,9.95,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE DE LORRAINE,FRANCE,588.0,7272.0,12.37,15.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,CHINA MAINLAND,564.0,7262.0,12.88,28.0,"SOCIAL SCIENCES, GENERAL"
ROYAL CHILDREN'S HOSPITAL MELBOURNE,AUSTRALIA,564.0,7255.0,12.86,4.0,"SOCIAL SCIENCES, GENERAL"
CAIRO UNIVERSITY,EGYPT,567.0,7250.0,12.79,12.0,"SOCIAL SCIENCES, GENERAL"
INSTITUTE OF TROPICAL MEDICINE (ITM),BELGIUM,611.0,7233.0,11.84,3.0,"SOCIAL SCIENCES, GENERAL"
KERMAN UNIVERSITY OF MEDICAL SCIENCES,IRAN,593.0,7224.0,12.18,5.0,"SOCIAL SCIENCES, GENERAL"
DALIAN MARITIME UNIVERSITY,CHINA MAINLAND,516.0,7223.0,14.0,16.0,"SOCIAL SCIENCES, GENERAL"
MONTCLAIR STATE UNIVERSITY,USA,695.0,7221.0,10.39,2.0,"SOCIAL SCIENCES, GENERAL"
MIDDLE EAST TECHNICAL UNIVERSITY,TURKIYE,955.0,7215.0,7.55,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF CAPE COAST,GHANA,744.0,7212.0,9.69,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE COTE D'AZUR,FRANCE,531.0,7205.0,13.57,12.0,"SOCIAL SCIENCES, GENERAL"
CITY COUNCIL BARCELONA,,128.0,7191.0,56.18,13.0,"SOCIAL SCIENCES, GENERAL"
NIH NATIONAL INSTITUTE ON AGING (NIA),USA,244.0,7185.0,29.45,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT DE LES ILLES BALEARS,SPAIN,657.0,7184.0,10.93,8.0,"SOCIAL SCIENCES, GENERAL"
JAMES HUTTON INSTITUTE,SCOTLAND,288.0,7168.0,24.89,8.0,"SOCIAL SCIENCES, GENERAL"
SHIRAZ UNIVERSITY OF MEDICAL SCIENCE,IRAN,872.0,7167.0,8.22,15.0,"SOCIAL SCIENCES, GENERAL"
MID-SWEDEN UNIVERSITY,SWEDEN,587.0,7164.0,12.2,8.0,"SOCIAL SCIENCES, GENERAL"
ROMA TRE UNIVERSITY,ITALY,549.0,7153.0,13.03,13.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF FERRARA,ITALY,413.0,7145.0,17.3,8.0,"SOCIAL SCIENCES, GENERAL"
INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE (IDIBELL),SPAIN,373.0,7143.0,19.15,7.0,"SOCIAL SCIENCES, GENERAL"
HUNTER MEDICAL RESEARCH INSTITUTE,AUSTRALIA,585.0,7139.0,12.2,4.0,"SOCIAL SCIENCES, GENERAL"
INSTITUT D'ETUDES POLITIQUES PARIS (SCIENCES PO),FRANCE,698.0,7118.0,10.2,7.0,"SOCIAL SCIENCES, GENERAL"
ISTITUTO SUPERIORE DI SANITA (ISS),ITALY,637.0,7112.0,11.16,4.0,"SOCIAL SCIENCES, GENERAL"
MENZIES HEALTH INSTITUTE QUEENSLAND,AUSTRALIA,443.0,7109.0,16.05,6.0,"SOCIAL SCIENCES, GENERAL"
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR,INDIA,369.0,7090.0,19.21,16.0,"SOCIAL SCIENCES, GENERAL"
HANNOVER MEDICAL SCHOOL,GERMANY (FED REP GER),559.0,7089.0,12.68,5.0,"SOCIAL SCIENCES, GENERAL"
MAASTRICHT UNIVERSITY MEDICAL CENTRE (MUMC),NETHERLANDS,579.0,7058.0,12.19,8.0,"SOCIAL SCIENCES, GENERAL"
AMERICAN INSTITUTES FOR RESEARCH,USA,572.0,7045.0,12.32,4.0,"SOCIAL SCIENCES, GENERAL"
ORGANISATION FOR ECONOMIC CO-OPERATION & DEVELOPMENT (OECD),FRANCE,242.0,7025.0,29.03,6.0,"SOCIAL SCIENCES, GENERAL"
CIBERSAM,SPAIN,304.0,7023.0,23.1,4.0,"SOCIAL SCIENCES, GENERAL"
H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE,USA,424.0,7018.0,16.55,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT KASSEL,GERMANY (FED REP GER),633.0,7017.0,11.09,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MALAWI,MALAWI,589.0,7010.0,11.9,3.0,"SOCIAL SCIENCES, GENERAL"
WUHAN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,438.0,6988.0,15.95,16.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT RAMON LLULL,SPAIN,564.0,6988.0,12.39,9.0,"SOCIAL SCIENCES, GENERAL"
PEACE RESEARCH INSTITUTE OSLO (PRIO),NORWAY,449.0,6978.0,15.54,4.0,"SOCIAL SCIENCES, GENERAL"
NANTES UNIVERSITE,FRANCE,508.0,6970.0,13.72,7.0,"SOCIAL SCIENCES, GENERAL"
MACAU UNIVERSITY OF SCIENCE & TECHNOLOGY,MACAU,696.0,6962.0,10.0,20.0,"SOCIAL SCIENCES, GENERAL"
AGENCY FOR HEALTHCARE RESEARCH & QUALITY,USA,284.0,6959.0,24.5,10.0,"SOCIAL SCIENCES, GENERAL"
POLYTECHNIC UNIVERSITY OF TURIN,ITALY,508.0,6959.0,13.7,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF CAGLIARI,ITALY,517.0,6954.0,13.45,4.0,"SOCIAL SCIENCES, GENERAL"
TAYLOR'S UNIVERSITY,MALAYSIA,405.0,6952.0,17.17,19.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MISSOURI SAINT LOUIS,USA,666.0,6952.0,10.44,3.0,"SOCIAL SCIENCES, GENERAL"
ASIA UNIVERSITY TAIWAN,TAIWAN,473.0,6939.0,14.67,18.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE CANTABRIA,SPAIN,603.0,6932.0,11.5,4.0,"SOCIAL SCIENCES, GENERAL"
EAST TENNESSEE STATE UNIVERSITY,USA,499.0,6927.0,13.88,6.0,"SOCIAL SCIENCES, GENERAL"
